signal,mean_ic,icir,pct_pos_ic,n_periods,gross_sr,net_sr,net_ret,ann_ret,max_dd,calmar,turnover,hit_rate,balanced_score,balanced_score_clean
pred_final_ens_lstm,0.1284007367923452,0.406789208618169,0.6480186480186481,429,0.7397462683916551,0.6368788376883122,0.2591055073920065,0.1458496026145341,-0.1542248120464703,0.9456947989055576,1.068181818181818,0.5454545454545454,0.6046875,0.73125
pred_dynamic_ens_lstm,0.1361272759874158,0.4421355178276656,0.6596736596736597,429,0.7433708748690456,0.6348987052650872,0.2357918249554604,0.1332646036300497,-0.1542248120464702,0.8640931498745814,1.0227272727272727,0.5909090909090909,0.6203124999999999,0.7218749999999999
lstm_pred,0.0931259882308833,0.2742998977006751,0.6083916083916084,429,0.7221850253082799,0.6374549382083553,0.2532346731715003,0.1426895021008039,-0.1793294353486775,0.7956836635512003,0.8636363636363636,0.5454545454545454,0.525,0.7
pred_Ensemble,0.1047483984546921,0.3459341070272033,0.627039627039627,429,0.7237717878750008,0.6198327737187498,0.2361788688996535,0.1334743232855693,-0.1475873247708392,0.90437524694493,1.0227272727272727,0.5454545454545454,0.5046875,0.615625
pred_dynamic_gb_lstm,0.1477333854956233,0.4976486888557188,0.6923076923076923,429,0.5794338539352757,0.4870108588040246,0.1894518867897847,0.1079576388810261,-0.1404447453975345,0.7686840726966875,1.0909090909090908,0.6363636363636364,0.45625,0.475
pred_final_gb_lstm,0.1485973234224983,0.4875873013434666,0.6783216783216783,429,0.4721587092924575,0.3776935198144183,0.1221123615928314,0.0704513449520887,-0.1419459833741873,0.4963250334908748,1.0454545454545454,0.5909090909090909,0.4515625,0.446875
pred_RandomForest,0.074960814696886,0.2193823184707417,0.5897435897435898,429,0.592145138255256,0.5057924901593911,0.18904591454505,0.1077341666244402,-0.2037341435892495,0.5287977985744214,0.8863636363636364,0.5,0.334375,0.4125
pred_GradientBoosting,0.1252467911914625,0.4255858566966797,0.6526806526806527,429,0.4414326382739696,0.3463995454740622,0.1050676068802074,0.0608130775964335,-0.1522911985081069,0.3993210257203159,1.0454545454545454,0.5909090909090909,0.3203125,0.246875
