date,signal,long_return,short_return,gross_return,turnover,cost_drag,net_return,n_long,n_short,gross_cumulative,net_cumulative
2025-05-07,lstm_pred,0.10977079934461224,0.0657820137112257,0.04398878563338654,1.0,0.002,0.04198878563338654,2,2,1.1625189896044577,1.1366571527023928
2025-06-05,lstm_pred,0.13650198336561764,0.071706161776929,0.06479582158868864,1.5,0.003,0.06179582158868864,2,2,1.2378453626483306,1.2068978153182968
2025-07-07,lstm_pred,0.09778362264439419,0.0017995943703968988,0.0959840282739973,0.5,0.001,0.0949840282739973,2,2,1.3566587469356042,1.3215338315323155
2025-08-04,lstm_pred,-0.01094996402418725,0.1153163640351948,-0.12626632805938204,1.0,0.002,-0.12826632805938204,2,2,1.1853584285304029,1.1520255395554193
2025-09-29,lstm_pred,0.0781750217223192,0.0132524097728793,0.0649226119494399,1.0,0.002,0.0629226119494399,2,2,1.26231499380688,1.224513995536709
2025-10-27,lstm_pred,0.0682191474221086,-0.04877068859494765,0.11698983601705626,0.5,0.001,0.11598983601705626,2,2,1.4099930179342184,1.3665451730796023
2025-11-24,lstm_pred,0.011954348774182798,0.0284293816179359,-0.016475032843753103,0.0,0.0,-0.016475032843753103,2,2,1.3867633366542895,1.3440312964706436
2025-12-23,lstm_pred,0.0175305133956318,-0.0015115019550638494,0.01904201535069565,0.5,0.001,0.018042015350695648,2,2,1.4131701053986423,1.3682803297533823
2026-01-23,lstm_pred,-0.0350263836683167,-0.11255666307723164,0.07753027940891494,0.5,0.001,0.07653027940891494,2,2,1.5227335785225249,1.472995205699131
2026-02-23,lstm_pred,-0.0465475901079345,-0.0295058101480469,-0.0170417799598876,1.0,0.002,-0.0190417799598876,2,2,1.4967834879398116,1.4449467551102386
2026-03-23,lstm_pred,0.0176834781305893,0.1483610880568541,-0.13067760992626481,1.0,0.002,-0.13267760992626482,2,2,1.3011873991587388,1.2532346731715003
2024-05-22,pred_final_gb_lstm,0.009422424748165799,0.14612701160919045,-0.13670458686102466,1.0,0.002,-0.13870458686102466,2,2,0.8632954131389754,0.8612954131389754
2024-06-21,pred_final_gb_lstm,0.0453670921156014,0.05568174574517435,-0.01031465362957295,1.0,0.002,-0.01231465362957295,2,2,0.8543908199724478,0.850688858453429
2024-07-22,pred_final_gb_lstm,-0.036391102016746696,0.01709122426084895,-0.053482326277595645,0.5,0.001,-0.054482326277595645,2,2,0.8086960113700988,0.804341350506454
2024-08-19,pred_final_gb_lstm,0.004153231312204502,-0.07373488809051834,0.07788811940272285,1.5,0.003,0.07488811940272284,2,2,0.8716838228641988,0.8645769616037287
2024-09-17,pred_final_gb_lstm,0.0573728043912161,0.12590222525580616,-0.06852942086459006,1.5,0.003,-0.07152942086459006,2,2,0.8119478353062833,0.8027342722473471
2024-10-15,pred_final_gb_lstm,0.1192230781554676,-0.014918811601088149,0.13414188975655575,2.0,0.004,0.13014188975655575,2,2,0.9208640523180129,0.9072036274099704
2024-11-12,pred_final_gb_lstm,-0.048083066891137546,0.08818944341295945,-0.13627251030409698,1.0,0.002,-0.13827251030409698,2,2,0.7953755962598341,0.7817623044910111
2024-12-11,pred_final_gb_lstm,-0.03592950802976195,-0.06349732578581145,0.027567817756049502,1.0,0.002,0.0255678177560495,2,2,0.8173023657451344,0.8017502606207866
2025-02-10,pred_final_gb_lstm,-0.15250981561965476,-0.15025435008709165,-0.0022554655325631168,1.5,0.003,-0.005255465532563117,2,2,0.8154589684295139,0.7975366897603706
2025-03-11,pred_final_gb_lstm,-0.1109333770451865,-0.0889758919425522,-0.02195748510263429,1.0,0.002,-0.02395748510263429,2,2,0.7975535402784134,0.7784297163966323
2025-04-08,pred_final_gb_lstm,0.09218683529543656,0.08319289003219885,0.008993945263237713,1.5,0.003,0.0059939452632377125,2,2,0.8047266931641789,0.7830955815079914
2025-05-07,pred_final_gb_lstm,0.14881289316995855,0.0317958972103508,0.11701699595960774,1.5,0.003,0.11401699595960774,2,2,0.8988933933667601,0.8723817872607748
2025-06-05,pred_final_gb_lstm,0.11544453789059944,0.071706161776929,0.043738376113670444,1.0,0.002,0.04173837611367044,2,2,0.938209530691929,0.908793586412181
2025-07-07,pred_final_gb_lstm,0.06389362500541054,-0.045703927398758254,0.1095975524041688,0.5,0.001,0.1085975524041688,2,2,1.0410349988980283,1.0074863455371503
2025-08-04,pred_final_gb_lstm,-0.01094996402418725,-0.0184705702408,0.007520606216612749,1.5,0.003,0.004520606216612749,2,2,1.0488642131824522,1.012040794573938
2025-09-29,pred_final_gb_lstm,0.037307876725048456,0.0005046078749935505,0.0368032688500549,0.5,0.001,0.0358032688500549,2,2,1.087465844807407,1.048275163229292
2025-10-27,pred_final_gb_lstm,0.0682191474221086,-0.06338457522423556,0.13160372264634418,0.5,0.001,0.13060372264634418,2,2,1.2305803982348134,1.1851838019047414
2025-11-24,pred_final_gb_lstm,0.031218984627291498,0.0084233283623751,0.0227956562649164,1.5,0.003,0.0197956562649164,2,2,1.258632285999318,1.2086452930579945
2025-12-23,pred_final_gb_lstm,0.0175305133956318,0.020459623643196104,-0.0029291102475643045,0.5,0.001,-0.0039291102475643045,2,2,1.254945613272482,1.20389639245137
2026-01-23,pred_final_gb_lstm,-0.014728988721303099,0.09928574316420374,-0.11401473188550684,0.0,0.0,-0.11401473188550684,2,2,1.111863325644327,1.0666344680480981
2026-02-23,pred_final_gb_lstm,-0.03748677273389975,-0.0423896822890878,0.004902909555188052,1.0,0.002,0.002902909555188052,2,2,1.1173146909676919,1.0697308114372879
2026-03-23,pred_final_gb_lstm,0.12273848469485871,0.07177144588893344,0.05096703880592526,1.0,0.002,0.04896703880592526,2,2,1.1742609121806726,1.1221123615928315
2024-05-22,pred_final_ens_lstm,0.009422424748165799,-0.004191143972502601,0.0136135687206684,1.0,0.002,0.0116135687206684,2,2,1.0136135687206684,1.0116135687206684
2024-06-21,pred_final_ens_lstm,0.0453670921156014,0.05568174574517435,-0.01031465362957295,1.0,0.002,-0.01231465362957295,2,2,1.0031584958450794,0.9991558980148972
2024-07-22,pred_final_ens_lstm,-0.036391102016746696,0.01709122426084895,-0.053482326277595645,0.5,0.001,-0.054482326277595645,2,2,0.9495072458621509,0.9447195603770655
2024-08-19,pred_final_ens_lstm,0.004153231312204502,-0.07373488809051834,0.07788811940272285,1.5,0.003,0.07488811940272284,2,2,1.0234625796016126,1.015467831616671
2024-09-17,pred_final_ens_lstm,0.0573728043912161,0.12590222525580616,-0.06852942086459006,1.5,0.003,-0.07152942086459006,2,2,0.9533252817449347,0.9428320057145095
2024-10-15,pred_final_ens_lstm,0.13061375582788526,-0.014918811601088149,0.14553256742897341,1.5,0.003,0.1425325674289734,2,2,1.0920651575922244,1.0772162721432073
2024-11-12,pred_final_ens_lstm,-0.048083066891137546,0.05504585201022674,-0.10312891890136429,1.5,0.003,-0.10612891890136429,2,2,0.9794416585198903,0.9628924737576908
2024-12-11,pred_final_ens_lstm,-0.03592950802976195,-0.06349732578581145,0.027567817756049502,0.5,0.001,0.0265678177560495,2,2,1.0064427276646495,0.9884744255191569
2025-02-10,pred_final_ens_lstm,-0.15250981561965476,-0.15025435008709165,-0.0022554655325631168,1.5,0.003,-0.005255465532563117,2,2,1.004172730781903,0.9832795322460208
2025-03-11,pred_final_ens_lstm,-0.10922570822504185,-0.0889758919425522,-0.020249816282489647,1.0,0.002,-0.02224981628248965,2,2,0.9838384174676835,0.9614017432992145
2025-04-08,pred_final_ens_lstm,0.09218683529543656,0.12150146656522129,-0.02931463126978473,2.0,0.004,-0.033314631269784734,2,2,0.9549975570305699,0.9293729987190729
2025-05-07,pred_final_ens_lstm,0.14881289316995855,0.0317958972103508,0.11701699595960774,1.5,0.003,0.11401699595960774,2,2,1.0667485023030512,1.035337316158994
2025-06-05,pred_final_ens_lstm,0.11544453789059944,0.071706161776929,0.043738376113670444,1.0,0.002,0.04173837611367044,2,2,1.1134063495154767,1.0785506144653563
2025-07-07,pred_final_ens_lstm,0.10684993962457275,-0.045703927398758254,0.152553867023331,1.0,0.002,0.150553867023331,2,2,1.2832607937023932,1.2409305802535056
2025-08-04,pred_final_ens_lstm,-0.01094996402418725,-0.0184705702408,0.007520606216612749,1.5,0.003,0.004520606216612749,2,2,1.2929116928050468,1.2465403387489844
2025-09-29,pred_final_ens_lstm,0.037307876725048456,0.0005046078749935505,0.0368032688500549,0.5,0.001,0.0358032688500549,2,2,1.3404950694347304,1.2911705576296528
2025-10-27,pred_final_ens_lstm,0.0682191474221086,-0.06338457522423556,0.13160372264634418,0.5,0.001,0.13060372264634418,2,2,1.5169092107614106,1.4598022390274414
2025-11-24,pred_final_ens_lstm,0.031218984627291498,0.0084233283623751,0.0227956562649164,1.5,0.003,0.0197956562649164,2,2,1.5514881517150132,1.488699982365984
2025-12-23,pred_final_ens_lstm,0.0175305133956318,0.020459623643196104,-0.0029291102475643045,0.5,0.001,-0.0039291102475643045,2,2,1.5469436718708502,1.4828507160097213
2026-01-23,pred_final_ens_lstm,-0.014728988721303099,0.09928574316420374,-0.11401473188550684,0.0,0.0,-0.11401473188550684,2,2,1.3705693038805138,1.3137838891976412
2026-02-23,pred_final_ens_lstm,-0.03748677273389975,-0.0423896822890878,0.004902909555188052,1.0,0.002,0.002902909555188052,2,2,1.377289081216557,1.317597685003045
2026-03-23,pred_final_ens_lstm,0.029378397633916656,0.07177144588893344,-0.04239304825501679,1.0,0.002,-0.04439304825501679,2,2,1.3189015987354358,1.2591055073920066
2024-05-22,pred_dynamic_gb_lstm,-0.0129342793223456,0.14612701160919045,-0.15906129093153604,1.0,0.002,-0.16106129093153604,2,2,0.8409387090684639,0.8389387090684639
2024-06-21,pred_dynamic_gb_lstm,0.0453670921156014,0.0083896090009424,0.036977483114659,0.5,0.001,0.035977483114659,2,2,0.8720345059835062,0.8691216123082085
2024-07-22,pred_dynamic_gb_lstm,-0.036391102016746696,0.01709122426084895,-0.053482326277595645,1.0,0.002,-0.055482326277595646,2,2,0.8253960720091744,0.8209007234392145
2024-08-19,pred_dynamic_gb_lstm,0.004153231312204502,-0.07373488809051834,0.07788811940272285,1.5,0.003,0.07488811940272284,2,2,0.8896846198203634,0.882376434833912
2024-09-17,pred_dynamic_gb_lstm,0.0573728043912161,0.12590222525580616,-0.06852942086459006,1.5,0.003,-0.07152942086459006,2,2,0.828715048071941,0.8192605594656807
2024-10-15,pred_dynamic_gb_lstm,0.1192230781554676,-0.014918811601088149,0.13414188975655575,2.0,0.004,0.13014188975655575,2,2,0.9398804506900061,0.9258806768775575
2024-11-12,pred_dynamic_gb_lstm,-0.048083066891137546,0.08818944341295945,-0.13627251030409698,1.0,0.002,-0.13827251030409698,2,2,0.811800582288733,0.7978568314436412
2024-12-11,pred_dynamic_gb_lstm,-0.03592950802976195,-0.06349732578581145,0.027567817756049502,1.0,0.002,0.0255678177560495,2,2,0.8341801527955236,0.8182562895054113
2025-02-10,pred_dynamic_gb_lstm,-0.15250981561965476,-0.15025435008709165,-0.0022554655325631168,1.5,0.003,-0.005255465532563117,2,2,0.8322986882129451,0.8139559717791126
2025-03-11,pred_dynamic_gb_lstm,-0.10922570822504185,-0.0889758919425522,-0.020249816282489647,1.0,0.002,-0.02224981628248965,2,2,0.8154447926844758,0.795845600944992
2025-04-08,pred_dynamic_gb_lstm,0.09218683529543656,0.08319289003219885,0.008993945263237713,2.0,0.004,0.0049939452632377125,2,2,0.8227788585150722,0.7998200103140998
2025-05-07,pred_dynamic_gb_lstm,0.14881289316995855,0.0317958972103508,0.11701699595960774,1.5,0.003,0.11401699595960774,2,2,0.919057968877581,0.891013085198496
2025-06-05,pred_dynamic_gb_lstm,0.11544453789059944,0.071706161776929,0.043738376113670444,1.0,0.002,0.04173837611367044,2,2,0.9592560719906147,0.9282025244707127
2025-07-07,pred_dynamic_gb_lstm,0.10684993962457275,-0.045703927398758254,0.152553867023331,1.0,0.002,0.150553867023331,2,2,1.105594295238394,1.0679470039105965
2025-08-04,pred_dynamic_gb_lstm,-0.01094996402418725,-0.0184705702408,0.007520606216612749,1.5,0.003,0.004520606216612749,2,2,1.1139090345682152,1.0727747717754876
2025-09-29,pred_dynamic_gb_lstm,0.037307876725048456,0.0005046078749935505,0.0368032688500549,0.5,0.001,0.0358032688500549,2,2,1.1549045282419341,1.1111836153449217
2025-10-27,pred_dynamic_gb_lstm,0.0682191474221086,-0.06338457522423556,0.13160372264634418,0.5,0.001,0.13060372264634418,2,2,1.3068942634596927,1.2563083320525918
2025-11-24,pred_dynamic_gb_lstm,0.031218984627291498,0.0084233283623751,0.0227956562649164,1.5,0.003,0.0197956562649164,2,2,1.3366857758641109,1.2811777799566555
2025-12-23,pred_dynamic_gb_lstm,0.0175305133956318,0.020459623643196104,-0.0029291102475643045,0.5,0.001,-0.0039291102475643045,2,2,1.3327704758602539,1.276143891212476
2026-01-23,pred_dynamic_gb_lstm,-0.014728988721303099,0.09928574316420374,-0.11401473188550684,0.0,0.0,-0.11401473188550684,2,2,1.1808150073901278,1.1306446876085583
2026-02-23,pred_dynamic_gb_lstm,-0.03748677273389975,-0.0423896822890878,0.004902909555188052,1.0,0.002,0.002902909555188052,2,2,1.1866044365727701,1.1339268468757397
2026-03-23,pred_dynamic_gb_lstm,0.12273848469485871,0.07177144588893344,0.05096703880592526,1.0,0.002,0.04896703880592526,2,2,1.2470821509388577,1.1894518867897848
2024-05-22,pred_dynamic_ens_lstm,0.009422424748165799,-0.004191143972502601,0.0136135687206684,1.0,0.002,0.0116135687206684,2,2,1.0136135687206684,1.0116135687206684
2024-06-21,pred_dynamic_ens_lstm,0.0453670921156014,0.05568174574517435,-0.01031465362957295,1.0,0.002,-0.01231465362957295,2,2,1.0031584958450794,0.9991558980148972
2024-07-22,pred_dynamic_ens_lstm,-0.036391102016746696,0.01709122426084895,-0.053482326277595645,0.5,0.001,-0.054482326277595645,2,2,0.9495072458621509,0.9447195603770655
2024-08-19,pred_dynamic_ens_lstm,0.004153231312204502,-0.07373488809051834,0.07788811940272285,1.5,0.003,0.07488811940272284,2,2,1.0234625796016126,1.015467831616671
2024-09-17,pred_dynamic_ens_lstm,0.0573728043912161,0.12590222525580616,-0.06852942086459006,1.5,0.003,-0.07152942086459006,2,2,0.9533252817449347,0.9428320057145095
2024-10-15,pred_dynamic_ens_lstm,0.13061375582788526,-0.014918811601088149,0.14553256742897341,1.5,0.003,0.1425325674289734,2,2,1.0920651575922244,1.0772162721432073
2024-11-12,pred_dynamic_ens_lstm,-0.048083066891137546,0.05504585201022674,-0.10312891890136429,1.5,0.003,-0.10612891890136429,2,2,0.9794416585198903,0.9628924737576908
